effective,change,symbol,company,source
2024-03-28,exclude,LUXIND,Lux Industries Ltd.,ind_prs28022024
2024-03-28,exclude,NAZARA,Nazara Technologies Ltd.,ind_prs28022024
2024-03-28,exclude,ORIENTELEC,Orient Electric Ltd.,ind_prs28022024
2024-03-28,exclude,PFIZER,Pfizer Ltd.,ind_prs28022024
2024-03-28,exclude,POLYPLEX,Polyplex Corporation Ltd.,ind_prs28022024
2024-03-28,exclude,PGHL,Procter & Gamble Health Ltd.,ind_prs28022024
2024-03-28,exclude,RAIN,Rain Industries Ltd,ind_prs28022024
2024-03-28,exclude,RALLIS,Rallis India Ltd.,ind_prs28022024
2024-03-28,exclude,RELAXO,Relaxo Footwears Ltd.,ind_prs28022024
2024-03-28,exclude,ROSSARI,Rossari Biotech Ltd.,ind_prs28022024
2024-03-28,exclude,SHARDACROP,Sharda Cropchem Ltd.,ind_prs28022024
2024-03-28,exclude,SFL,Sheela Foam Ltd.,ind_prs28022024
2024-03-28,exclude,SHOPERSTOP,Shoppers Stop Ltd.,ind_prs28022024
2024-03-28,exclude,SUPRAJIT,Suprajit Engineering Ltd.,ind_prs28022024
2024-03-28,exclude,SYMPHONY,Symphony Ltd.,ind_prs28022024
2024-03-28,exclude,TEAMLEASE,Teamlease Services Ltd.,ind_prs28022024
2024-03-28,exclude,TTKPRESTIG,TTK Prestige Ltd.,ind_prs28022024
2024-03-28,exclude,VINATIORGA,Vinati Organics Ltd.,ind_prs28022024
2024-03-28,exclude,VMART,V-Mart Retail Ltd.,ind_prs28022024
2024-03-28,exclude,ZYDUSWELL,Zydus Wellness Ltd.,ind_prs28022024
2024-03-28,include,ACE,Action Construction Equipment Ltd.,ind_prs28022024
2024-03-28,include,ANANDRATHI,Anand Rathi Wealth Ltd.,ind_prs28022024
2024-03-28,include,ASTRAZEN,AstraZenca Pharma India Ltd.,ind_prs28022024
2024-03-28,include,CAPLIPOINT,Caplin Point Laboratories Ltd.,ind_prs28022024
2024-03-28,include,CELLO,Cello World Ltd.,ind_prs28022024
2024-03-28,include,CHENNPETRO,Chennai Petroleum Corporation Ltd.,ind_prs28022024
2024-03-28,include,DOMS,DOMS Industries Ltd.,ind_prs28022024
2024-03-28,include,ELECON,Elecon Engineering Co. Ltd.,ind_prs28022024
2024-03-28,include,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,ind_prs28022024
2024-03-28,include,GMDCLTD,Gujarat Mineral Development Corporation Ltd.,ind_prs28022024
2024-03-28,include,HAPPYFORGE,Happy Forgings Ltd.,ind_prs28022024
2024-03-28,include,HBLENGINE,HBL Power Systems Ltd.,ind_prs28022024
2024-03-28,include,HSCL,Himadri Speciality Chemical Ltd.,ind_prs28022024
2024-03-28,include,HONASA,Honasa Consumer Ltd.,ind_prs28022024
2024-03-28,include,INOXWIND,Inox Wind Ltd.,ind_prs28022024
2024-03-28,include,JAIBALAJI,Jai Balaji Industries Ltd.,ind_prs28022024
2024-03-28,include,J&KBANK,Jammu & Kashmir Bank Ltd.,ind_prs28022024
2024-03-28,include,JIOFIN,Jio Financial Services Ltd.,ind_prs28022024
2024-03-28,include,JSWINFRA,JSW Infrastructure Ltd.,ind_prs28022024
2024-03-28,include,JWL,Jupiter Wagons Ltd.,ind_prs28022024
2024-03-28,include,LLOYDSME,Lloyds Metals And Energy Ltd.,ind_prs28022024
2024-03-28,include,MAHSEAMLES,Maharashtra Seamless Ltd.,ind_prs28022024
2024-03-28,include,NUVAMA,Nuvama Wealth Management Ltd.,ind_prs28022024
2024-03-28,include,RRKABEL,R R Kabel Ltd.,ind_prs28022024
2024-03-28,include,RAILTEL,Railtel Corporation Of India Ltd.,ind_prs28022024
2024-03-28,include,RKFORGE,Ramkrishna Forgings Ltd.,ind_prs28022024
2024-03-28,include,SBFC,SBFC Finance Ltd.,ind_prs28022024
2024-03-28,include,SCHNEIDER,Schneider Electric Infrastructure Ltd.,ind_prs28022024
2024-03-28,include,SIGNATURE,Signatureglobal (India) Ltd.,ind_prs28022024
2024-03-28,include,TMB,Tamilnad Mercantile Bank Ltd.,ind_prs28022024
2024-03-28,include,TATATECH,Tata Technologies Ltd.,ind_prs28022024
2024-03-28,include,TITAGARH,Titagarh Rail Systems Ltd.,ind_prs28022024
